date,type,amount,category,description
2024-01-18 21:00:00,withdrawal,101.95,utilities,Transaction 429
2024-01-18 22:00:00,purchase,69.79,healthcare,Transaction 430
2024-01-18 23:00:00,purchase,323.32,groceries,Transaction 431
2024-01-19 00:00:00,withdrawal,458.35,healthcare,Transaction 432
2024-01-19 01:00:00,withdrawal,153.2,entertainment,Transaction 433
2024-01-19 02:00:00,refund,106.37,utilities,Transaction 434
2024-01-19 03:00:00,refund,281.4,utilities,Transaction 435
2024-01-19 04:00:00,purchase,263.33,groceries,Transaction 436
2024-01-19 05:00:00,withdrawal,81.13,groceries,Transaction 437
2024-01-19 06:00:00,withdrawal,160.77,healthcare,Transaction 438
2024-01-19 07:00:00,purchase,480.2,transport,Transaction 439
2024-01-19 08:00:00,purchase,107.35,transport,Transaction 440
2024-01-19 09:00:00,withdrawal,10.37,utilities,Transaction 441
2024-01-19 10:00:00,withdrawal,194.41,entertainment,Transaction 442
2024-01-19 11:00:00,refund,110.55,entertainment,Transaction 443
2024-01-19 12:00:00,withdrawal,36.68,entertainment,Transaction 444
2024-01-19 13:00:00,refund,414.15,entertainment,Transaction 445
2024-01-19 14:00:00,refund,387.36,entertainment,Transaction 446
2024-01-19 15:00:00,refund,478.3,utilities,Transaction 447
2024-01-19 16:00:00,withdrawal,339.07,healthcare,Transaction 448
2024-01-19 17:00:00,purchase,43.99,transport,Transaction 449
2024-01-19 18:00:00,purchase,481.88,utilities,Transaction 450
2024-01-19 19:00:00,refund,177.96,transport,Transaction 451
2024-01-19 20:00:00,refund,158.45,transport,Transaction 452
2024-01-19 21:00:00,purchase,215.54,entertainment,Transaction 453
2024-01-19 22:00:00,refund,461.24,transport,Transaction 454
2024-01-19 23:00:00,purchase,83.43,transport,Transaction 455
2024-01-20 00:00:00,refund,32.61,utilities,Transaction 456
2024-01-20 01:00:00,refund,145.75,transport,Transaction 457
2024-01-20 02:00:00,withdrawal,197.87,groceries,Transaction 458
2024-01-20 03:00:00,withdrawal,131.63,healthcare,Transaction 459
2024-01-20 04:00:00,purchase,365.83,entertainment,Transaction 460
2024-01-20 05:00:00,withdrawal,138.88,groceries,Transaction 461
2024-01-20 06:00:00,refund,196.72,healthcare,Transaction 462
2024-01-20 07:00:00,purchase,120.71,groceries,Transaction 463
2024-01-20 08:00:00,purchase,345.59,transport,Transaction 464
2024-01-20 09:00:00,refund,316.6,utilities,Transaction 465
2024-01-20 10:00:00,refund,434.67,groceries,Transaction 466
2024-01-20 11:00:00,withdrawal,211.14,entertainment,Transaction 467
2024-01-20 12:00:00,purchase,198.05,healthcare,Transaction 468
2024-01-20 13:00:00,refund,22.63,entertainment,Transaction 469
2024-01-20 14:00:00,refund,125.69,transport,Transaction 470
2024-01-20 15:00:00,withdrawal,235.66,transport,Transaction 471
2024-01-20 16:00:00,refund,239.32,entertainment,Transaction 472
2024-01-20 17:00:00,refund,92.32,utilities,Transaction 473
2024-01-20 18:00:00,refund,28.93,entertainment,Transaction 474
2024-01-20 19:00:00,refund,485.85,utilities,Transaction 475
2024-01-20 20:00:00,purchase,269.35,transport,Transaction 476
2024-01-20 21:00:00,purchase,36.04,entertainment,Transaction 477
2024-01-20 22:00:00,purchase,1.6,transport,Transaction 478
2024-01-20 23:00:00,withdrawal,414.56,utilities,Transaction 479
2024-01-21 00:00:00,withdrawal,494.67,groceries,Transaction 480
2024-01-21 01:00:00,refund,289.24,healthcare,Transaction 481
2024-01-21 02:00:00,refund,338.1,groceries,Transaction 482
2024-01-21 03:00:00,purchase,472.33,healthcare,Transaction 483
2024-01-21 04:00:00,purchase,249.85,entertainment,Transaction 484
2024-01-21 05:00:00,refund,67.5,entertainment,Transaction 485
2024-01-21 06:00:00,purchase,455.5,utilities,Transaction 486
2024-01-21 07:00:00,withdrawal,392.74,transport,Transaction 487
2024-01-21 08:00:00,withdrawal,264.79,healthcare,Transaction 488
2024-01-21 09:00:00,refund,301.15,healthcare,Transaction 489
2024-01-21 10:00:00,purchase,314.77,utilities,Transaction 490
2024-01-21 11:00:00,refund,256.35,groceries,Transaction 491
2024-01-21 12:00:00,refund,218.37,entertainment,Transaction 492
2024-01-21 13:00:00,refund,478.9,groceries,Transaction 493
2024-01-21 14:00:00,purchase,449.19,utilities,Transaction 494
2024-01-21 15:00:00,refund,411.6,transport,Transaction 495
2024-01-21 16:00:00,refund,187.84,groceries,Transaction 496
2024-01-21 17:00:00,refund,301.01,healthcare,Transaction 497
2024-01-21 18:00:00,withdrawal,482.5,groceries,Transaction 498
2024-01-21 19:00:00,purchase,486.51,transport,Transaction 499
2024-01-21 20:00:00,withdrawal,263.42,transport,Transaction 500
2024-01-21 21:00:00,purchase,466.47,utilities,Transaction 501
2024-01-21 22:00:00,purchase,294.41,healthcare,Transaction 502
2024-01-21 23:00:00,refund,498.99,utilities,Transaction 503
2024-01-22 00:00:00,purchase,235.03,entertainment,Transaction 504
2024-01-22 01:00:00,refund,183.74,groceries,Transaction 505
2024-01-22 02:00:00,purchase,497.58,utilities,Transaction 506
2024-01-22 03:00:00,withdrawal,458.1,entertainment,Transaction 507
2024-01-22 04:00:00,refund,425.42,utilities,Transaction 508
2024-01-22 05:00:00,withdrawal,217.96,healthcare,Transaction 509
2024-01-22 06:00:00,refund,138.72,transport,Transaction 510
2024-01-22 07:00:00,withdrawal,127.14,entertainment,Transaction 511
2024-01-22 08:00:00,withdrawal,5.8,utilities,Transaction 512
2024-01-22 09:00:00,withdrawal,65.84,healthcare,Transaction 513
2024-01-22 10:00:00,purchase,201.89,healthcare,Transaction 514
2024-01-22 11:00:00,purchase,51.41,utilities,Transaction 515
2024-01-22 12:00:00,refund,331.5,transport,Transaction 516
2024-01-22 13:00:00,withdrawal,210.59,transport,Transaction 517
2024-01-22 14:00:00,withdrawal,294.13,entertainment,Transaction 518
2024-01-22 15:00:00,refund,341.08,healthcare,Transaction 519
2024-01-22 16:00:00,withdrawal,32.51,entertainment,Transaction 520
2024-01-22 17:00:00,purchase,216.93,groceries,Transaction 521
2024-01-22 18:00:00,refund,243.54,transport,Transaction 522
2024-01-22 19:00:00,withdrawal,92.79,entertainment,Transaction 523
2024-01-22 20:00:00,withdrawal,102.94,utilities,Transaction 524
2024-01-22 21:00:00,withdrawal,118.62,entertainment,Transaction 525
2024-01-22 22:00:00,refund,219.59,utilities,Transaction 526
2024-01-22 23:00:00,purchase,354.99,utilities,Transaction 527
2024-01-23 00:00:00,refund,337.42,healthcare,Transaction 528
2024-01-23 01:00:00,purchase,266.42,entertainment,Transaction 529
2024-01-23 02:00:00,refund,133.07,entertainment,Transaction 530
2024-01-23 03:00:00,purchase,353.32,utilities,Transaction 531
2024-01-23 04:00:00,refund,448.4,healthcare,Transaction 532
2024-01-23 05:00:00,purchase,369.22,utilities,Transaction 533
2024-01-23 06:00:00,refund,247.38,groceries,Transaction 534
2024-01-23 07:00:00,purchase,341.38,transport,Transaction 535
2024-01-23 08:00:00,refund,401.92,groceries,Transaction 536
2024-01-23 09:00:00,refund,275.53,transport,Transaction 537
2024-01-23 10:00:00,purchase,247.78,utilities,Transaction 538
2024-01-23 11:00:00,withdrawal,10.57,transport,Transaction 539
2024-01-23 12:00:00,refund,82.3,transport,Transaction 540
2024-01-23 13:00:00,withdrawal,81.57,groceries,Transaction 541
2024-01-23 14:00:00,purchase,87.09,transport,Transaction 542
2024-01-23 15:00:00,refund,347.03,utilities,Transaction 543
2024-01-23 16:00:00,withdrawal,429.53,groceries,Transaction 544
2024-01-23 17:00:00,purchase,12.75,healthcare,Transaction 545
2024-01-23 18:00:00,refund,463.23,groceries,Transaction 546
2024-01-23 19:00:00,refund,353.21,healthcare,Transaction 547
2024-01-23 20:00:00,withdrawal,93.43,utilities,Transaction 548
2024-01-23 21:00:00,purchase,168.51,groceries,Transaction 549
2024-01-23 22:00:00,withdrawal,495.47,entertainment,Transaction 550
2024-01-23 23:00:00,refund,496.13,healthcare,Transaction 551
2024-01-24 00:00:00,refund,362.72,entertainment,Transaction 552
2024-01-24 01:00:00,purchase,38.0,healthcare,Transaction 553
2024-01-24 02:00:00,refund,221.5,entertainment,Transaction 554
2024-01-24 03:00:00,refund,84.59,groceries,Transaction 555
2024-01-24 04:00:00,refund,329.79,utilities,Transaction 556
2024-01-24 05:00:00,purchase,404.33,utilities,Transaction 557
2024-01-24 06:00:00,purchase,463.71,transport,Transaction 558
2024-01-24 07:00:00,refund,109.49,entertainment,Transaction 559
2024-01-24 08:00:00,withdrawal,309.48,healthcare,Transaction 560
2024-01-24 09:00:00,withdrawal,333.42,transport,Transaction 561
2024-01-24 10:00:00,withdrawal,405.11,groceries,Transaction 562
2024-01-24 11:00:00,refund,140.28,healthcare,Transaction 563
2024-01-24 12:00:00,refund,423.86,groceries,Transaction 564
2024-01-24 13:00:00,refund,255.14,utilities,Transaction 565
2024-01-24 14:00:00,withdrawal,221.99,groceries,Transaction 566
2024-01-24 15:00:00,withdrawal,11.94,healthcare,Transaction 567
2024-01-24 16:00:00,withdrawal,83.87,healthcare,Transaction 568
2024-01-24 17:00:00,purchase,310.97,entertainment,Transaction 569
2024-01-24 18:00:00,purchase,129.95,groceries,Transaction 570
2024-01-24 19:00:00,refund,219.47,utilities,Transaction 571
2024-01-24 20:00:00,refund,343.41,healthcare,Transaction 572
2024-01-24 21:00:00,refund,314.04,groceries,Transaction 573
2024-01-24 22:00:00,purchase,199.13,utilities,Transaction 574
2024-01-24 23:00:00,refund,294.99,utilities,Transaction 575
2024-01-25 00:00:00,withdrawal,398.74,healthcare,Transaction 576
2024-01-25 01:00:00,withdrawal,402.72,healthcare,Transaction 577
2024-01-25 02:00:00,withdrawal,446.4,utilities,Transaction 578
2024-01-25 03:00:00,withdrawal,381.63,groceries,Transaction 579
2024-01-25 04:00:00,withdrawal,378.85,entertainment,Transaction 580
2024-01-25 05:00:00,purchase,25.89,transport,Transaction 581
2024-01-25 06:00:00,refund,419.99,transport,Transaction 582
2024-01-25 07:00:00,purchase,462.91,entertainment,Transaction 583
2024-01-25 08:00:00,withdrawal,77.25,utilities,Transaction 584
2024-01-25 09:00:00,refund,288.1,groceries,Transaction 585
2024-01-25 10:00:00,purchase,396.83,healthcare,Transaction 586
2024-01-25 11:00:00,purchase,237.0,transport,Transaction 587
2024-01-25 12:00:00,refund,43.19,healthcare,Transaction 588
2024-01-25 13:00:00,refund,382.94,healthcare,Transaction 589
2024-01-25 14:00:00,purchase,3.38,healthcare,Transaction 590
2024-01-25 15:00:00,withdrawal,254.47,entertainment,Transaction 591
2024-01-25 16:00:00,refund,14.2,utilities,Transaction 592
2024-01-25 17:00:00,refund,65.24,entertainment,Transaction 593
2024-01-25 18:00:00,purchase,496.48,groceries,Transaction 594
2024-01-25 19:00:00,withdrawal,462.68,healthcare,Transaction 595
2024-01-25 20:00:00,withdrawal,468.06,transport,Transaction 596
2024-01-25 21:00:00,withdrawal,445.43,healthcare,Transaction 597
2024-01-25 22:00:00,purchase,83.86,entertainment,Transaction 598
2024-01-25 23:00:00,refund,129.87,transport,Transaction 599
2024-01-26 00:00:00,purchase,323.57,groceries,Transaction 600
2024-01-26 01:00:00,purchase,151.22,healthcare,Transaction 601
2024-01-26 02:00:00,purchase,122.88,transport,Transaction 602
2024-01-26 03:00:00,withdrawal,317.92,healthcare,Transaction 603
2024-01-26 04:00:00,purchase,271.59,transport,Transaction 604
2024-01-26 05:00:00,purchase,400.85,healthcare,Transaction 605
2024-01-26 06:00:00,withdrawal,165.55,groceries,Transaction 606
2024-01-26 07:00:00,refund,15.87,groceries,Transaction 607
2024-01-26 08:00:00,refund,132.15,transport,Transaction 608
2024-01-26 09:00:00,purchase,212.18,groceries,Transaction 609
2024-01-26 10:00:00,withdrawal,145.52,healthcare,Transaction 610
2024-01-26 11:00:00,refund,71.36,utilities,Transaction 611
2024-01-26 12:00:00,refund,141.34,transport,Transaction 612
2024-01-26 13:00:00,withdrawal,418.98,transport,Transaction 613
2024-01-26 14:00:00,refund,220.31,groceries,Transaction 614
2024-01-26 15:00:00,withdrawal,256.95,entertainment,Transaction 615
2024-01-26 16:00:00,withdrawal,16.45,entertainment,Transaction 616
2024-01-26 17:00:00,purchase,212.33,utilities,Transaction 617
2024-01-26 18:00:00,refund,160.24,groceries,Transaction 618
2024-01-26 19:00:00,withdrawal,199.29,transport,Transaction 619
2024-01-26 20:00:00,refund,303.3,healthcare,Transaction 620
2024-01-26 21:00:00,refund,283.04,groceries,Transaction 621
2024-01-26 22:00:00,withdrawal,178.24,healthcare,Transaction 622
2024-01-26 23:00:00,refund,41.52,groceries,Transaction 623
2024-01-27 00:00:00,withdrawal,11.38,transport,Transaction 624
2024-01-27 01:00:00,purchase,80.34,entertainment,Transaction 625
2024-01-27 02:00:00,purchase,227.74,healthcare,Transaction 626
2024-01-27 03:00:00,withdrawal,362.21,transport,Transaction 627
2024-01-27 04:00:00,purchase,382.14,entertainment,Transaction 628
2024-01-27 05:00:00,purchase,113.54,utilities,Transaction 629
2024-01-27 06:00:00,purchase,334.58,transport,Transaction 630
2024-01-27 07:00:00,withdrawal,438.83,groceries,Transaction 631
2024-01-27 08:00:00,withdrawal,195.48,utilities,Transaction 632
2024-01-27 09:00:00,refund,461.27,groceries,Transaction 633
2024-01-27 10:00:00,withdrawal,81.61,groceries,Transaction 634
2024-01-27 11:00:00,withdrawal,36.6,transport,Transaction 635
2024-01-27 12:00:00,withdrawal,313.93,utilities,Transaction 636
2024-01-27 13:00:00,refund,249.77,entertainment,Transaction 637
2024-01-27 14:00:00,purchase,12.1,utilities,Transaction 638
2024-01-27 15:00:00,purchase,401.91,utilities,Transaction 639
2024-01-27 16:00:00,withdrawal,222.36,entertainment,Transaction 640
2024-01-27 17:00:00,withdrawal,232.69,entertainment,Transaction 641
2024-01-27 18:00:00,refund,63.95,entertainment,Transaction 642
2024-01-27 19:00:00,withdrawal,402.53,healthcare,Transaction 643
2024-01-27 20:00:00,refund,35.88,utilities,Transaction 644
2024-01-27 21:00:00,refund,278.71,groceries,Transaction 645
2024-01-27 22:00:00,purchase,209.97,transport,Transaction 646
2024-01-27 23:00:00,purchase,112.3,entertainment,Transaction 647
2024-01-28 00:00:00,purchase,38.71,healthcare,Transaction 648
2024-01-28 01:00:00,purchase,248.35,utilities,Transaction 649
2024-01-28 02:00:00,purchase,96.12,entertainment,Transaction 650
2024-01-28 03:00:00,withdrawal,103.6,transport,Transaction 651
2024-01-28 04:00:00,purchase,247.1,utilities,Transaction 652
2024-01-28 05:00:00,purchase,80.23,groceries,Transaction 653
2024-01-28 06:00:00,withdrawal,497.81,transport,Transaction 654
2024-01-28 07:00:00,purchase,348.12,utilities,Transaction 655
2024-01-28 08:00:00,refund,114.98,utilities,Transaction 656
2024-01-28 09:00:00,refund,303.83,utilities,Transaction 657
2024-01-28 10:00:00,purchase,166.48,healthcare,Transaction 658
2024-01-28 11:00:00,purchase,451.37,entertainment,Transaction 659
2024-01-28 12:00:00,purchase,440.53,entertainment,Transaction 660
2024-01-28 13:00:00,purchase,278.83,healthcare,Transaction 661
2024-01-28 14:00:00,withdrawal,235.81,healthcare,Transaction 662
2024-01-28 15:00:00,refund,253.2,groceries,Transaction 663
2024-01-28 16:00:00,withdrawal,491.07,healthcare,Transaction 664
2024-01-28 17:00:00,refund,57.22,transport,Transaction 665
2024-01-28 18:00:00,refund,442.71,entertainment,Transaction 666
2024-01-28 19:00:00,purchase,115.11,entertainment,Transaction 667
2024-01-28 20:00:00,withdrawal,131.21,healthcare,Transaction 668
2024-01-28 21:00:00,withdrawal,225.49,entertainment,Transaction 669
2024-01-28 22:00:00,refund,180.34,transport,Transaction 670
2024-01-28 23:00:00,refund,47.24,entertainment,Transaction 671
2024-01-29 00:00:00,refund,144.55,healthcare,Transaction 672
2024-01-29 01:00:00,withdrawal,225.48,healthcare,Transaction 673
2024-01-29 02:00:00,purchase,109.24,utilities,Transaction 674
2024-01-29 03:00:00,refund,6.9,transport,Transaction 675
2024-01-29 04:00:00,withdrawal,40.33,transport,Transaction 676
2024-01-29 05:00:00,purchase,482.08,entertainment,Transaction 677
2024-01-29 06:00:00,purchase,21.43,healthcare,Transaction 678
2024-01-29 07:00:00,withdrawal,441.49,entertainment,Transaction 679
2024-01-29 08:00:00,withdrawal,146.39,healthcare,Transaction 680
2024-01-29 09:00:00,purchase,124.33,utilities,Transaction 681
2024-01-29 10:00:00,refund,320.8,utilities,Transaction 682
2024-01-29 11:00:00,purchase,492.3,utilities,Transaction 683
2024-01-29 12:00:00,purchase,207.32,groceries,Transaction 684
2024-01-29 13:00:00,purchase,336.29,transport,Transaction 685
2024-01-29 14:00:00,withdrawal,127.09,healthcare,Transaction 686
2024-01-29 15:00:00,withdrawal,105.57,entertainment,Transaction 687
2024-01-29 16:00:00,refund,306.73,entertainment,Transaction 688
2024-01-29 17:00:00,withdrawal,470.83,healthcare,Transaction 689
2024-01-29 18:00:00,withdrawal,430.04,healthcare,Transaction 690
2024-01-29 19:00:00,withdrawal,320.09,entertainment,Transaction 691
2024-01-29 20:00:00,refund,133.77,entertainment,Transaction 692
2024-01-29 21:00:00,refund,163.43,groceries,Transaction 693
2024-01-29 22:00:00,withdrawal,387.68,utilities,Transaction 694
2024-01-29 23:00:00,purchase,15.89,groceries,Transaction 695
2024-01-30 00:00:00,withdrawal,497.87,groceries,Transaction 696
2024-01-30 01:00:00,withdrawal,416.38,groceries,Transaction 697
2024-01-30 02:00:00,withdrawal,65.52,transport,Transaction 698
2024-01-30 03:00:00,withdrawal,452.09,entertainment,Transaction 699
2024-01-30 04:00:00,withdrawal,163.11,transport,Transaction 700
2024-01-30 05:00:00,purchase,308.39,utilities,Transaction 701
2024-01-30 06:00:00,withdrawal,64.83,entertainment,Transaction 702
2024-01-30 07:00:00,withdrawal,449.6,groceries,Transaction 703
2024-01-30 08:00:00,purchase,328.03,utilities,Transaction 704
2024-01-30 09:00:00,refund,210.02,utilities,Transaction 705
2024-01-30 10:00:00,withdrawal,381.06,entertainment,Transaction 706
